semester,crn,subject,code,section,kind,days,start,end,start_date,end_date,total_space,taken_space
202230,35798,CIED,0999,A,NTC,,,,2022-09-07,2022-12-09,150,25
202310,11052,CIED,1001,A,LEC,T,1435,1725,2023-01-09,2023-04-12,75,0
202230,35807,CIVE,2004,C,LEC,,,,,,0,0
202230,31070,CIVE,2004,B3,LAB,R,1135,1425,2022-09-07,2022-12-09,20,8
202230,31066,CIVE,2004,A3,LAB,R,0835,1125,2022-09-07,2022-12-09,20,3
202230,31067,CIVE,2004,B,LEC,M,1805,2055,2022-09-07,2022-12-09,80,42
202230,31068,CIVE,2004,B1,LAB,M,1135,1425,2022-09-07,2022-12-09,20,14
202230,31069,CIVE,2004,B2,LAB,T,1135,1425,2022-09-07,2022-12-09,20,20
202230,31063,CIVE,2004,A,LEC,M,0835,1125,2022-09-07,2022-12-09,80,14
202230,31064,CIVE,2004,A1,LAB,T,0835,1125,2022-09-07,2022-12-09,20,10
202230,31065,CIVE,2004,A2,LAB,W,1135,1425,2022-09-07,2022-12-09,20,1
202310,11055,CIVE,2005,A2,LAB,W,0835,1125,2023-01-09,2023-04-12,48,33
202310,11054,CIVE,2005,A1,LAB,R,1435,1725,2023-01-09,2023-04-12,48,32
202310,11053,CIVE,2005,A,LEC,M,0835,1125,2023-01-09,2023-04-12,96,65
202310,11058,CIVE,2101,L1,LAB,F,1435,1725,2023-01-09,2023-04-12,150,49
202310,11057,CIVE,2101,B,LEC,M,1435,1725,2023-01-09,2023-04-12,75,33
202310,11056,CIVE,2101,A,LEC,TR,1805,1925,2023-01-09,2023-04-12,75,16
202230,31088,CIVE,2200,L16,LAB,T,1435,1725,2022-09-07,2022-12-09,0,0
202230,31086,CIVE,2200,L14,LAB,F,1135,1425,2022-09-07,2022-12-09,0,0
202230,31087,CIVE,2200,L15,LAB,T,1435,1725,2022-09-07,2022-12-09,0,0
202230,31083,CIVE,2200,L11,LAB,T,0835,1125,2022-09-07,2022-12-09,0,0
202230,31084,CIVE,2200,L12,LAB,T,0835,1125,2022-09-07,2022-12-09,0,0
202230,31085,CIVE,2200,L13,LAB,F,1135,1425,2022-09-07,2022-12-09,0,0
202230,31082,CIVE,2200,L10,LAB,R,0835,1125,2022-09-07,2022-12-09,20,10
202230,31073,CIVE,2200,L01,LAB,M,1435,1725,2022-09-07,2022-12-09,20,13
202230,31074,CIVE,2200,L02,LAB,M,1435,1725,2022-09-07,2022-12-09,20,8
202230,31075,CIVE,2200,L03,LAB,M,1135,1425,2022-09-07,2022-12-09,20,17
202230,31076,CIVE,2200,L04,LAB,M,1135,1425,2022-09-07,2022-12-09,20,4
202230,31077,CIVE,2200,L05,LAB,R,1435,1725,2022-09-07,2022-12-09,20,20
202230,31078,CIVE,2200,L06,LAB,R,1435,1725,2022-09-07,2022-12-09,20,14
202230,31079,CIVE,2200,L07,LAB,F,0835,1125,2022-09-07,2022-12-09,20,17
202230,31080,CIVE,2200,L08,LAB,F,0835,1125,2022-09-07,2022-12-09,20,14
202230,31081,CIVE,2200,L09,LAB,R,0835,1125,2022-09-07,2022-12-09,20,9
202230,31072,CIVE,2200,B,LEC,R,1805,2055,2022-09-07,2022-12-09,150,80
202230,31071,CIVE,2200,A,LEC,WF,1605,1725,2022-09-07,2022-12-09,150,46
202230,31106,CIVE,2700,TU2,PAN,W,1305,1425,2022-09-07,2022-12-09,120,46
202230,31105,CIVE,2700,TU1,PAN,T,1605,1725,2022-09-07,2022-12-09,120,79
202230,31104,CIVE,2700,L14,LAB,M,1135,1255,2022-09-07,2022-12-09,0,0
202230,31103,CIVE,2700,L13,LAB,W,1435,1555,2022-09-07,2022-12-09,0,0
202230,31102,CIVE,2700,L12,LAB,T,1305,1425,2022-09-07,2022-12-09,0,0
202230,31101,CIVE,2700,L11,LAB,F,0835,0955,2022-09-07,2022-12-09,20,7
202230,31100,CIVE,2700,L10,LAB,W,0835,0955,2022-09-07,2022-12-09,20,7
202230,31099,CIVE,2700,L09,LAB,T,0835,0955,2022-09-07,2022-12-09,20,3
202230,31094,CIVE,2700,L04,LAB,M,1305,1425,2022-09-07,2022-12-09,20,20
202230,31095,CIVE,2700,L05,LAB,M,1605,1725,2022-09-07,2022-12-09,20,4
202230,31096,CIVE,2700,L06,LAB,R,1435,1555,2022-09-07,2022-12-09,20,12
202230,31097,CIVE,2700,L07,LAB,T,1435,1555,2022-09-07,2022-12-09,20,11
202230,31098,CIVE,2700,L08,LAB,T,1135,1255,2022-09-07,2022-12-09,20,10
202230,31092,CIVE,2700,L02,LAB,R,1135,1255,2022-09-07,2022-12-09,20,20
202230,31093,CIVE,2700,L03,LAB,F,1305,1425,2022-09-07,2022-12-09,20,20
202230,31090,CIVE,2700,B,LEC,M,0835,1125,2022-09-07,2022-12-09,120,52
202230,31091,CIVE,2700,L01,LAB,W,1605,1725,2022-09-07,2022-12-09,20,11
202230,31089,CIVE,2700,A,LEC,WF,1135,1255,2022-09-07,2022-12-09,120,73
202230,31111,CIVE,3202,L3,LAB,M,1005,1125,2022-09-07,2022-12-09,45,22
202230,31112,CIVE,3202,L4,LAB,T,1005,1125,2022-09-07,2022-12-09,0,0
202230,31113,CIVE,3202,L5,LAB,W,1605,1725,2022-09-07,2022-12-09,0,0
202230,31110,CIVE,3202,L2,LAB,W,1135,1255,2022-09-07,2022-12-09,45,42
202230,31109,CIVE,3202,L1,LAB,F,1135,1255,2022-09-07,2022-12-09,45,19
202230,31107,CIVE,3202,A,LEC,MW,1435,1555,2022-09-07,2022-12-09,90,35
202230,31108,CIVE,3202,B,LEC,TR,1435,1555,2022-09-07,2022-12-09,90,48
202230,31116,CIVE,3203,L1O,LAB,F,1435,1725,2022-09-12,2022-12-09,180,114
202230,31114,CIVE,3203,A,LEC,T,1435,1725,2022-09-07,2022-12-09,90,47
202230,31115,CIVE,3203,B,LEC,M,1435,1725,2022-09-07,2022-12-09,90,67
202230,31119,CIVE,3204,L1E,LAB,F,1435,1725,2022-09-19,2022-12-09,180,119
202230,31118,CIVE,3204,B,LEC,TR,1305,1425,2022-09-07,2022-12-09,90,70
202230,31117,CIVE,3204,A,LEC,TR,0835,0955,2022-09-07,2022-12-09,90,49
202310,11060,CIVE,3205,B,LEC,MW,1135,1255,2023-01-09,2023-04-12,90,38
202310,11061,CIVE,3205,L1O,LAB,R,1135,1425,2023-01-09,2023-04-12,180,90
202310,11059,CIVE,3205,A,LEC,MW,1605,1725,2023-01-09,2023-04-12,90,52
202310,11064,CIVE,3206,L1E,LAB,R,1135,1425,2023-01-16,2023-04-12,180,76
202310,11062,CIVE,3206,A,LEC,MW,1005,1125,2023-01-09,2023-04-12,90,53
202310,11063,CIVE,3206,B,LEC,MW,1305,1425,2023-01-09,2023-04-12,90,23
202230,31122,CIVE,3207,A2,LAB,F,1135,1425,2022-09-07,2022-12-09,17,10
202230,31123,CIVE,3207,A3,LAB,F,0835,1125,2022-09-07,2022-12-09,18,5
202230,31121,CIVE,3207,A1,LAB,W,1435,1725,2022-09-07,2022-12-09,17,8
202230,31120,CIVE,3207,A,LEC,R,0835,1125,2022-09-07,2022-12-09,48,23
202230,31132,CIVE,3208,L8E,LAB,F,1135,1425,2022-09-19,2022-12-09,23,20
202230,31130,CIVE,3208,L6E,LAB,F,0835,1125,2022-09-19,2022-12-09,23,23
202230,31131,CIVE,3208,L7O,LAB,F,1135,1425,2022-09-12,2022-12-09,0,0
202230,35853,CIVE,3208,B,LEC,MW,1005,1125,2022-09-07,2022-12-09,80,65
202230,31125,CIVE,3208,L1O,LAB,R,1135,1425,2022-09-12,2022-12-09,25,16
202230,31126,CIVE,3208,L2E,LAB,R,1135,1425,2022-09-19,2022-12-09,25,13
202230,31127,CIVE,3208,L3O,LAB,M,1135,1425,2022-09-12,2022-12-09,25,25
202230,31128,CIVE,3208,L4E,LAB,M,1135,1425,2022-09-19,2022-12-09,25,16
202230,31129,CIVE,3208,L5O,LAB,F,0835,1125,2022-09-12,2022-12-09,0,0
202230,31124,CIVE,3208,A,LEC,T,1805,2055,2022-09-07,2022-12-09,80,48
202310,11067,CIVE,3209,L1O,PAN,R,0835,1125,2023-01-09,2023-04-12,30,6
202310,11068,CIVE,3209,L2O,PAN,M,1135,1425,2023-01-09,2023-04-12,30,23
202310,11069,CIVE,3209,L3O,PAN,W,1135,1425,2023-01-09,2023-04-12,30,16
202310,11070,CIVE,3209,L4O,PAN,M,1435,1725,2023-01-09,2023-04-12,30,23
202310,11071,CIVE,3209,L5O,PAN,T,0835,1125,2023-01-09,2023-04-12,30,2
202310,11072,CIVE,3209,L6O,PAN,R,1135,1425,2023-01-09,2023-04-12,0,0
202310,11073,CIVE,3209,L7O,PAN,F,0835,1125,2023-01-09,2023-04-12,0,0
202310,11066,CIVE,3209,B,LEC,W,0835,1125,2023-01-09,2023-04-12,90,6
202310,11065,CIVE,3209,A,LEC,T,1435,1725,2023-01-09,2023-04-12,90,64
202230,31134,CIVE,3304,B,LEC,TR,1005,1125,2022-09-07,2022-12-09,70,46
202230,31135,CIVE,3304,L1E,LAB,M,1135,1425,2022-09-19,2022-12-09,70,42
202230,31136,CIVE,3304,L2O,LAB,M,1135,1425,2022-09-12,2022-12-09,70,21
202230,31133,CIVE,3304,A,LEC,MW,1605,1725,2022-09-07,2022-12-09,70,17
202230,31137,CIVE,3999,A,WRK,,,,2022-09-07,2022-12-09,99,0
202310,11074,CIVE,3999,A,WRK,,,,2023-01-09,2023-04-12,99,0
202230,31138,CIVE,4200,A,LEC,W,1435,1725,2022-09-07,2022-12-09,100,25
202230,31139,CIVE,4200,A1O,LAB,R,0835,1125,2022-09-12,2022-12-09,100,25
202230,31141,CIVE,4201,A1E,LAB,T,0835,1125,2022-09-19,2022-12-09,40,6
202230,31140,CIVE,4201,A,LEC,R,0835,1125,2022-09-07,2022-12-09,40,6
202310,11075,CIVE,4202,A,LEC,T,1135,1425,2023-01-09,2023-04-12,110,90
202310,11076,CIVE,4202,A1O,PAN,F,1435,1725,2023-01-09,2023-04-12,110,90
202230,31148,CIVE,4208,L5,LAB,F,1435,1555,2022-09-07,2022-12-09,0,0
202230,31149,CIVE,4208,L6,LAB,W,1005,1125,2022-09-07,2022-12-09,0,0
202230,31147,CIVE,4208,L4,LAB,F,0835,0955,2022-09-07,2022-12-09,30,6
202230,31145,CIVE,4208,L2,LAB,W,0835,0955,2022-09-07,2022-12-09,30,21
202230,31146,CIVE,4208,L3,LAB,R,1135,1255,2022-09-07,2022-12-09,30,30
202230,31142,CIVE,4208,A,LEC,M,1435,1725,2022-09-07,2022-12-09,64,54
202230,31143,CIVE,4208,B,LEC,W,1435,1725,2022-09-07,2022-12-09,64,33
202230,31144,CIVE,4208,L1,LAB,R,1435,1555,2022-09-07,2022-12-09,30,30
202310,11079,CIVE,4209,B,LEC,MW,1305,1425,2023-01-09,2023-04-12,70,24
202310,11078,CIVE,4209,L1,LAB,R,1005,1125,2023-01-09,2023-04-12,140,57
202310,11077,CIVE,4209,A,LEC,TR,0835,0955,2023-01-09,2023-04-12,70,33
202310,11080,CIVE,4301,A,LEC,R,1805,2055,2023-01-09,2023-04-12,60,29
202310,11081,CIVE,4301,A1E,LAB,F,0835,1125,2023-01-16,2023-04-12,60,29
202230,31151,CIVE,4302,A1O,LAB,T,0835,1125,2022-09-12,2022-12-09,70,29
202230,31150,CIVE,4302,A,LEC,R,1805,2055,2022-09-07,2022-12-09,70,29
202230,31152,CIVE,4303,A,LEC,TR,1005,1125,2022-09-07,2022-12-09,90,53
202230,31153,CIVE,4303,A1O,LAB,R,1835,2125,2022-09-12,2022-12-09,90,53
202310,11083,CIVE,4307,A1,PAN,F,1135,1255,2023-01-09,2023-04-12,70,48
202310,11082,CIVE,4307,A,LEC,W,0835,1125,2023-01-09,2023-04-12,70,48
202310,11085,CIVE,4308,A1O,LAB,F,0835,1125,2023-01-09,2023-04-12,70,41
202310,11084,CIVE,4308,A,LEC,M,1435,1725,2023-01-09,2023-04-12,70,41
202230,31155,CIVE,4400,A1E,LAB,M,1135,1425,2022-09-19,2022-12-09,125,81
202230,31154,CIVE,4400,A,LEC,T,1435,1725,2022-09-07,2022-12-09,125,81
202230,31156,CIVE,4403,A,LEC,,,,,,55,0
202230,31157,CIVE,4403,A1E,PAN,,,,,,55,0
202230,31158,CIVE,4407,A,LEC,TR,1305,1425,2022-09-07,2022-12-09,128,71
202230,31159,CIVE,4407,A1E,PAN,F,1135,1425,2022-09-19,2022-12-09,128,71
202310,11088,CIVE,4601,A2,LAB,F,1435,1725,2023-01-09,2023-04-12,24,3
202310,11087,CIVE,4601,A1,LAB,F,1135,1425,2023-01-09,2023-04-12,24,24
202310,11086,CIVE,4601,A,LEC,R,0835,1125,2023-01-09,2023-04-12,48,27
202310,11089,CIVE,4614,A,LEC,R,1135,1425,2023-01-09,2023-04-12,70,21
202310,11090,CIVE,4614,A1,LAB,W,0835,0955,2023-01-09,2023-04-12,70,21
202230,31160,CIVE,4907,A,OTH,W,1735,1825,2022-09-07,2022-12-09,10,0
202310,11091,CIVE,4907,A,OTH,W,1735,1825,2023-01-09,2023-04-12,10,0
202310,11092,CIVE,4917,B,IND,,,,2023-01-09,2023-04-12,99,0
202230,31161,CIVE,4917,A,IND,,,,2022-09-07,2022-12-09,99,0
202230,31167,CIVE,4918,A5,PAN,M,0835,1125,2022-09-07,2022-12-09,34,19
202310,11098,CIVE,4918,A5,PAN,M,0835,1125,2023-01-09,2023-04-12,34,19
202310,11097,CIVE,4918,A4,PAN,M,0835,1125,2023-01-09,2023-04-12,34,2
202230,31162,CIVE,4918,A,LEC,R,1605,1755,2022-09-07,2022-12-09,140,110
202310,11093,CIVE,4918,A,LEC,R,1605,1755,2023-01-09,2023-04-12,140,110
202230,31163,CIVE,4918,A1,PAN,M,0835,1125,2022-09-07,2022-12-09,35,35
202310,11094,CIVE,4918,A1,PAN,M,0835,1125,2023-01-09,2023-04-12,35,35
202230,31164,CIVE,4918,A2,PAN,M,0835,1125,2022-09-07,2022-12-09,34,34
202310,11095,CIVE,4918,A2,PAN,M,0835,1125,2023-01-09,2023-04-12,34,34
202230,31165,CIVE,4918,A3,PAN,M,0835,1125,2022-09-07,2022-12-09,34,20
202310,11096,CIVE,4918,A3,PAN,M,0835,1125,2023-01-09,2023-04-12,34,20
202230,31166,CIVE,4918,A4,PAN,M,0835,1125,2022-09-07,2022-12-09,34,2
202310,11121,CLCV,1002,B,LEC,MW,1135,1255,2023-01-09,2023-04-12,200,41
202230,31186,CLCV,1002,A,LEC,TR,1305,1425,2022-09-07,2022-12-09,200,58
202310,11122,CLCV,1003,B,LEC,TR,1605,1725,2023-01-09,2023-04-12,150,45
202230,31187,CLCV,1003,A,LEC,,,,2022-09-07,2022-12-09,200,133
202230,31188,CLCV,1008,A,LEC,TR,1135,1255,2022-09-07,2022-12-09,200,36
202310,11123,CLCV,1009,A,LEC,TR,1435,1555,2023-01-09,2023-04-12,100,12
202230,31189,CLCV,2008,A,LEC,WF,1435,1555,2022-09-07,2022-12-09,100,16
202310,11124,CLCV,2010,A,LEC,M,1435,1725,2023-01-09,2023-04-12,100,38
202230,31190,CLCV,2105,A,LEC,TR,1605,1725,2022-09-07,2022-12-09,50,8
202310,11125,CLCV,2105,A,LEC,TR,1605,1725,2023-01-09,2023-04-12,50,8
202310,11126,CLCV,2303,A,LEC,WF,1435,1555,2023-01-09,2023-04-12,100,13
202230,31192,CLCV,2305,V,LEC,,,,2022-09-07,2022-12-09,50,39
202310,11128,CLCV,2305,V,LEC,,,,2023-01-09,2023-04-12,50,39
202230,31191,CLCV,2305,A,LEC,T,1735,1925,2022-09-07,2022-12-09,40,26
202310,11127,CLCV,2305,A,LEC,T,1735,1925,2023-01-09,2023-04-12,40,26
202310,11129,CLCV,2500,B,LEC,MW,1005,1125,2023-01-09,2023-04-12,200,105
202230,31193,CLCV,2902,A,LEC,TR,1605,1725,2022-09-07,2022-12-09,200,40
202310,11130,CLCV,2903,A,LEC,MW,1305,1425,2023-01-09,2023-04-12,150,15
202230,31194,CLCV,2904,A,LEC,,,,2022-09-07,2022-12-09,200,94
202310,11131,CLCV,2905,A,LEC,,,,2023-01-09,2023-04-12,200,66
202230,31195,CLCV,3201,A,LEC,MW,1605,1725,2022-09-07,2022-12-09,60,17
202310,11132,CLCV,3202,A,LEC,TR,1305,1425,2023-01-09,2023-04-12,60,18
202230,31196,CLCV,3306,A,LEC,MW,1005,1125,2022-09-07,2022-12-09,60,19
202310,11133,CLCV,3307,A,LEC,WF,1005,1125,2023-01-09,2023-04-12,60,19
202230,31197,CLCV,4210,A,SEM,WF,0835,0955,2022-09-07,2022-12-09,25,9
202310,11134,CLCV,4801,A,SEM,MW,1005,1125,2023-01-09,2023-04-12,20,6
202310,11135,CLCV,4900,B,IND,,,,2023-01-09,2023-04-12,5,0
202230,31198,CLCV,4900,A,IND,,,,2022-09-07,2022-12-09,5,0
202230,31210,COMP,0999,A,NTC,,,,2022-09-07,2022-12-09,48,25
202230,31211,COMP,1001,A,LEC,TR,1435,1555,2022-09-07,2022-12-09,150,55
202310,11147,COMP,1001,B,LEC,WF,1435,1555,2023-01-09,2023-04-12,150,41
202230,31217,COMP,1005,B2,TUT,R,1935,2055,2022-09-07,2022-12-09,100,50
202310,11153,COMP,1005,B2,TUT,W,0835,0955,2023-01-09,2023-04-12,85,13
202310,11152,COMP,1005,B1,TUT,M,0835,0955,2023-01-09,2023-04-12,85,17
202230,31216,COMP,1005,B1,TUT,W,1805,1925,2022-09-07,2022-12-09,100,74
202230,31212,COMP,1005,A,LEC,MW,1635,1755,2022-09-07,2022-12-09,170,160
202310,11148,COMP,1005,A,LEC,WF,0835,0955,2023-01-09,2023-04-12,170,33
202230,31213,COMP,1005,A1,TUT,M,1935,2055,2022-09-07,2022-12-09,85,85
202310,11149,COMP,1005,A1,TUT,F,1435,1555,2023-01-09,2023-04-12,85,23
202230,31214,COMP,1005,A2,TUT,W,1935,2055,2022-09-07,2022-12-09,85,75
202310,11150,COMP,1005,A2,TUT,R,1435,1555,2023-01-09,2023-04-12,85,10
202230,31215,COMP,1005,B,LEC,TR,0835,0955,2022-09-07,2022-12-09,200,124
202310,11151,COMP,1005,B,LEC,TR,1135,1255,2023-01-09,2023-04-12,170,30
202230,31219,COMP,1006,A1,TUT,F,1305,1425,2022-09-07,2022-12-09,75,15
202230,31218,COMP,1006,A,LEC,MW,1135,1255,2022-09-07,2022-12-09,150,31
202230,31220,COMP,1006,A2,TUT,F,1135,1255,2022-09-07,2022-12-09,75,16
202310,11154,COMP,1006,B,LEC,TR,1135,1255,2023-01-09,2023-04-12,168,110
202310,11155,COMP,1006,B1,TUT,F,1605,1725,2023-01-09,2023-04-12,65,54
202310,11156,COMP,1006,B2,TUT,F,1005,1125,2023-01-09,2023-04-12,65,56
202310,11157,COMP,1006,B3,TUT,F,0835,0955,2023-01-09,2023-04-12,66,0
202230,31221,COMP,1008,A,LEC,M,1805,2055,2022-09-07,2022-12-09,80,29
202230,31226,COMP,1405,B1,TUT,F,1135,1255,2022-09-07,2022-12-09,78,74
202310,11162,COMP,1405,B1,TUT,M,0835,0955,2023-01-09,2023-04-12,85,0
202230,31227,COMP,1405,B2,TUT,F,0835,0955,2022-09-07,2022-12-09,78,75
202310,11163,COMP,1405,B2,TUT,W,0835,0955,2023-01-09,2023-04-12,85,0
202230,31228,COMP,1405,C,LEC,TR,1605,1725,2022-09-07,2022-12-09,150,150
202230,31229,COMP,1405,C1,TUT,F,0835,0955,2022-09-07,2022-12-09,78,72
202230,31230,COMP,1405,C2,TUT,R,1435,1555,2022-09-07,2022-12-09,78,78
202230,31231,COMP,1405,D,LEC,WF,1435,1555,2022-09-07,2022-12-09,150,117
202230,31232,COMP,1405,D1,TUT,W,1135,1255,2022-09-07,2022-12-09,75,75
202230,31233,COMP,1405,D2,TUT,R,1435,1555,2022-09-07,2022-12-09,75,42
202230,31234,COMP,1405,U,LEC,TR,1135,1425,2022-10-31,2022-12-09,78,0
202230,31235,COMP,1405,U1,TUT,MW,1605,1725,2022-10-31,2022-12-09,78,0
202230,31236,COMP,1405,Z,LEC,TR,1135,1425,2022-09-07,2022-10-21,78,70
202230,31237,COMP,1405,Z1,TUT,MW,1605,1725,2022-09-07,2022-10-21,78,70
202230,31225,COMP,1405,B,LEC,TR,0835,0955,2022-09-07,2022-12-09,150,149
202310,11161,COMP,1405,B,LEC,TR,1135,1255,2023-01-09,2023-04-12,170,0
202310,11160,COMP,1405,A2,TUT,R,1435,1555,2023-01-09,2023-04-12,85,0
202230,31224,COMP,1405,A2,TUT,R,0835,0955,2022-09-07,2022-12-09,78,75
202310,11159,COMP,1405,A1,TUT,F,1435,1555,2023-01-09,2023-04-12,85,3
202230,31223,COMP,1405,A1,TUT,F,1135,1255,2022-09-07,2022-12-09,78,75
202230,31222,COMP,1405,A,LEC,MW,1305,1425,2022-09-07,2022-12-09,150,150
202310,11158,COMP,1405,A,LEC,WF,0835,0955,2023-01-09,2023-04-12,170,3
202230,31242,COMP,1406,Z1,TUT,MW,1605,1725,2022-10-31,2022-12-09,78,71
202310,11170,COMP,1406,C,LEC,TR,0835,0955,2023-01-09,2023-04-12,130,104
202310,11178,COMP,1406,E2,TUT,T,1135,1255,2023-01-09,2023-04-12,65,29
202230,31241,COMP,1406,Z,LEC,TR,1135,1425,2022-10-31,2022-12-09,78,71
202310,11177,COMP,1406,E1,TUT,M,1135,1255,2023-01-09,2023-04-12,65,46
202310,11176,COMP,1406,E,LEC,WF,1135,1255,2023-01-09,2023-04-12,130,75
202310,11174,COMP,1406,D1,TUT,T,0835,0955,2023-01-09,2023-04-12,65,32
202310,11175,COMP,1406,D2,TUT,M,1305,1425,2023-01-09,2023-04-12,65,65
202310,11172,COMP,1406,C2,TUT,M,1435,1555,2023-01-09,2023-04-12,65,56
202310,11173,COMP,1406,D,LEC,WF,1435,1555,2023-01-09,2023-04-12,130,97
202310,11171,COMP,1406,C1,TUT,W,1605,1725,2023-01-09,2023-04-12,65,48
202310,11169,COMP,1406,B2,TUT,M,1135,1255,2023-01-09,2023-04-12,65,28
202310,11168,COMP,1406,B1,TUT,F,1005,1125,2023-01-09,2023-04-12,65,65
202310,11167,COMP,1406,B,LEC,WF,0835,0955,2023-01-09,2023-04-12,130,93
202310,11166,COMP,1406,A2,TUT,F,1135,1255,2023-01-09,2023-04-12,65,48
202230,31240,COMP,1406,A2,TUT,F,1435,1555,2022-09-07,2022-12-09,75,32
202310,11165,COMP,1406,A1,TUT,F,0835,0955,2023-01-09,2023-04-12,65,37
202230,31239,COMP,1406,A1,TUT,R,1805,1925,2022-09-07,2022-12-09,75,27
202310,11164,COMP,1406,A,LEC,TR,1605,1725,2023-01-09,2023-04-12,130,85
202230,31238,COMP,1406,A,LEC,MW,1435,1555,2022-09-07,2022-12-09,150,59
202310,11184,COMP,1501,A5,TUT,T,1135,1255,2023-01-09,2023-04-12,22,0
202310,11180,COMP,1501,A1,TUT,W,0835,0955,2023-01-09,2023-04-12,22,14
202310,11181,COMP,1501,A2,TUT,R,1135,1255,2023-01-09,2023-04-12,22,17
202310,11182,COMP,1501,A3,TUT,M,1005,1125,2023-01-09,2023-04-12,22,15
202310,11183,COMP,1501,A4,TUT,F,0835,0955,2023-01-09,2023-04-12,22,0
202310,11179,COMP,1501,A,LEC,TR,0835,0955,2023-01-09,2023-04-12,110,46
202310,11196,COMP,1805,D2,TUT,T,1435,1525,2023-01-09,2023-04-12,82,29
202310,11195,COMP,1805,D1,TUT,W,0835,0925,2023-01-09,2023-04-12,82,43
202310,11194,COMP,1805,D,LEC,MW,1005,1125,2023-01-09,2023-04-12,164,72
202310,11189,COMP,1805,B1,TUT,R,1335,1425,2023-01-09,2023-04-12,82,65
202230,31248,COMP,1805,B2,TUT,M,1635,1725,2022-09-07,2022-12-09,95,43
202310,11190,COMP,1805,B2,TUT,F,1635,1725,2023-01-09,2023-04-12,82,57
202230,31249,COMP,1805,C,LEC,WF,1005,1125,2022-09-07,2022-12-09,190,180
202310,11191,COMP,1805,C,LEC,WF,1605,1725,2023-01-09,2023-04-12,164,54
202230,31250,COMP,1805,C1,TUT,F,1135,1225,2022-09-07,2022-12-09,95,95
202310,11192,COMP,1805,C1,TUT,M,0835,0925,2023-01-09,2023-04-12,82,28
202230,31251,COMP,1805,C2,TUT,R,1635,1725,2022-09-07,2022-12-09,95,85
202310,11193,COMP,1805,C2,TUT,T,1035,1125,2023-01-09,2023-04-12,82,26
202230,31247,COMP,1805,B1,TUT,T,1335,1425,2022-09-07,2022-12-09,95,60
202310,11186,COMP,1805,A1,TUT,T,1335,1425,2023-01-09,2023-04-12,85,84
202230,31245,COMP,1805,A2,TUT,M,0835,0925,2022-09-07,2022-12-09,95,49
202310,11187,COMP,1805,A2,TUT,W,1335,1425,2023-01-09,2023-04-12,85,80
202230,31246,COMP,1805,B,LEC,WF,1305,1425,2022-09-07,2022-12-09,190,103
202310,11188,COMP,1805,B,LEC,WF,1435,1555,2023-01-09,2023-04-12,164,122
202310,11185,COMP,1805,A,LEC,TR,1005,1125,2023-01-09,2023-04-12,164,164
202230,31244,COMP,1805,A1,TUT,W,1635,1725,2022-09-07,2022-12-09,95,87
202230,31243,COMP,1805,A,LEC,TR,1435,1555,2022-09-07,2022-12-09,190,136
202230,31252,COMP,1910,A,PRC,,,,2022-09-07,2022-12-09,20,20
202310,11197,COMP,1910,A,PRC,,,,2023-01-09,2023-04-12,15,0
202310,11198,COMP,1911,A,PRC,,,,2023-01-09,2023-04-12,20,20
202310,11199,COMP,2109,A,LEC,TR,1135,1255,2023-01-09,2023-04-12,50,50
202230,31263,COMP,2401,D1,TUT,T,1135,1255,2022-09-07,2022-12-09,75,36
202230,31264,COMP,2401,D2,TUT,M,1605,1725,2022-09-07,2022-12-09,75,25
202230,31262,COMP,2401,D,LEC,MW,0835,0955,2022-09-07,2022-12-09,150,61
202230,31261,COMP,2401,C2,TUT,R,1605,1725,2022-09-07,2022-12-09,75,34
202230,31258,COMP,2401,B2,TUT,R,1435,1555,2022-09-07,2022-12-09,75,33
202310,11205,COMP,2401,B2,TUT,T,1435,1555,2023-01-09,2023-04-12,60,36
202230,31259,COMP,2401,C,LEC,MW,1005,1125,2022-09-07,2022-12-09,150,93
202230,31260,COMP,2401,C1,TUT,F,1135,1255,2022-09-07,2022-12-09,75,59
202310,11202,COMP,2401,A2,TUT,M,1435,1555,2023-01-09,2023-04-12,60,12
202230,31256,COMP,2401,B,LEC,MW,1605,1725,2022-09-07,2022-12-09,150,108
202310,11203,COMP,2401,B,LEC,MW,1605,1725,2023-01-09,2023-04-12,120,75
202230,31257,COMP,2401,B1,TUT,F,1135,1255,2022-09-07,2022-12-09,75,75
202310,11204,COMP,2401,B1,TUT,M,1435,1555,2023-01-09,2023-04-12,60,39
202230,31255,COMP,2401,A2,TUT,M,1305,1425,2022-09-07,2022-12-09,78,76
202310,11201,COMP,2401,A1,TUT,F,1005,1125,2023-01-09,2023-04-12,60,21
202230,31253,COMP,2401,A,LEC,TR,1305,1425,2022-09-07,2022-12-09,150,149
202310,11200,COMP,2401,A,LEC,TR,1435,1555,2023-01-09,2023-04-12,120,33
202230,31254,COMP,2401,A1,TUT,T,0835,0955,2022-09-07,2022-12-09,78,73
202310,11207,COMP,2402,B,LEC,MW,1005,1125,2023-01-09,2023-04-12,180,73
202310,11206,COMP,2402,A,LEC,TR,1135,1255,2023-01-09,2023-04-12,180,68
202230,31266,COMP,2402,B,LEC,WF,1435,1555,2022-09-07,2022-12-09,260,191
202230,31265,COMP,2402,A,LEC,TR,1005,1125,2022-09-07,2022-12-09,260,260
202310,11216,COMP,2404,C1,TUT,T,1605,1725,2023-01-09,2023-04-12,78,7
